step,train_loss,val_loss,val_acc
1,0.8719882447774528,0.8707239178151847,0.7132976349843819
2,0.7009358050446983,0.8178190605920405,0.7686300758589916
3,0.6452923579577435,0.7762213130862687,0.7891566265060241
4,0.6207200148479736,0.7371584717913454,0.8118027666220438
5,0.6044181777256812,0.6794944699336626,0.8543061133422579
6,0.5954382939805799,0.7361641203805646,0.8323293172690763
7,0.5879724800243233,0.7153258426545778,0.8406961178045516
8,0.5827216593191978,0.7343297413023341,0.8341142347166444
